,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Edición de periódicos y revistas,0.0009995740958620822,0.000221777760619578,0.00014641652882022607,0.00025125571822977354,0.00012240946779501426,0.0010941129584128395,0.0005892347324603276,0.0001699443334060525,1.5631133099953635e-06,8.932602712544258e-05,0.00022064966469302472,0.005342581203220332,0.00015095103205441072,0.0006848648250576855,0.006779406754849655,0.0005335303878517665,0.004396300423417903,0.003002718548973121,0.012808179954805968,0.002450910057840796,0.0009685477712938721,0.011494250500587036,0.0003208068873485767,0.005808927211446259,0.002259089511270799,0.025216062811909308,0.0016618548828607309,0.00923775634726491,0.011425023751211816,0.02359206181458403,0.009114454725175039,0.0010298041174233133,0.00020852816336457011,0.0015961082725530484,0.0009926949226629043,0.007096165768579421,0.0002877381930309861,0.00012009429053398338,0.004478194289144877,0.0003833756588043345,0.001031669530948921,0.0005933858305430039,0.0009192064775651507,0.0062907200233723775,0.006389468969413736,0.03267773166069198,0.009246500933989694,0.009462343287936884,0.00101675359592005,0.003826589860980536,0.0004952930971648044,0.0035157072685152316,0.04120977921437394,0.04052007021269046,0.002280611811987197,0.00018622430599317402,0.0014918294445187823,0.0009274423151465884,0.005823415502267678,0.0004290598572417461,0.0008627132031256013,0.001981961318490206,0.0009033910150654335,0.000692798362423511,0.0019364983153325104,0.0004964433126193292,0.0003083093540446043,0.0007260366397888841,0.00030070023642236274,0.0010486130893751914,0.0035748991253673206,0.001030452956910481,0.0016519527075054298,0.0024715254579103577,0.0011086897273461453,0.00396797051059922,6.190518561660882e-05,0.0007507294061812165,0.00107705142917072,0.00015816937134915346,0.0005979203337771887,0.0005143822498043232,0.0009653478129139761,0.0014883640518032265,0.0013682918807972147,0.013252059895788709,0.0006938748461181305,0.0024906072373738855,0.00011158564544089542,0.00027878715737846547,0.004573197661783038,0.0016069837071391012,0.0029896606542938677,0.0008255671424852398,0.00269526448334342,0.0,0.06091450357099133,0.10065733780981459,0.004725203058004097,0.011686380720548636,0.0025736660649073656,0.0037078596080048036,3.161617864745339e-05,0.0001990241395127587,0.002959150452044996,0.01884423047946495,0.004782662218498407,0.026840513572970005,0.07838509661706593,0.032435626053866476,0.05521637307515498,0.0025662265303329065,0.03775932455337502,0.00121159714464617,0.0036461461249639483,0.0011611425013428765,0.046178857441441276,0.00015373071940284587,0.001005480009830508,0.0010878162661169147,0.03751070843214986,0.020619971438675628,0.05789599905222246
Impresiones y reproducción de grabaciones,0.0012263424202384572,0.0002715554114851981,0.00017943564488043972,0.000308174802019989,0.00014693206931353086,0.0013422606875010611,0.00035618212231253935,0.00020262813597246208,1.919030291773216e-06,0.00010877240446560623,0.0003586882243712037,0.0025395967123753803,0.0002263193224363597,0.0010030405204319252,0.00218401428702902,0.00036342898670384087,0.0006408361780590184,0.0030451854430618946,0.003960026321267979,0.0019738930952791405,0.0003856303996517566,0.00331732161371434,0.0005883090364213707,0.000412219069352246,0.0015345992860538182,0.002202699581975233,0.00021423069411811725,0.0006002587875474453,0.00023705074183114414,0.002485245229440619,0.0014757406069732474,0.041340381805343024,4.884058344555716e-05,0.00027130290749943846,0.00011523019390140885,0.0014040231624178673,0.0010034255890102085,0.0001620696832598209,0.0009046839053789038,0.0007221866496711284,0.0005782278147899172,0.0006633721587880657,0.022761088032352023,0.0022209051193485024,0.0035531729616131258,0.03045628587556903,0.20948085426719207,5.201582106648455e-06,0.0015777585298197834,0.001076935811864482,0.0017698446243867808,0.0003915326803188881,0.0072482657884224535,0.003736446667077112,0.0012406152080335203,7.529668855352278e-05,0.00013582820653975096,0.0004981903639037574,0.0032162190178161828,0.000701153067657351,0.0008676163202693895,0.0012880670195573997,0.001238121731174144,0.0006660739514356939,0.00447872000881542,0.0013846434815108154,0.0005138708614194306,0.0012676205093105132,0.0005167241564585144,0.0005589491354771693,0.0008873495067565049,0.0004339722877254385,0.0007625683495937379,0.00032020030434179155,0.0005697310556691056,0.0004231903675335021,4.465532988159122e-05,0.00034735710801024014,0.0002732535007894316,0.00013336629267859455,0.00047535769099144243,0.00024008710225990374,0.000462587301911649,0.00021849169887781106,0.0005579454321337746,0.002065956048487103,0.00022531561909296517,0.001460129548053658,9.847655444625716e-05,0.0002169514245646773,0.0014551741573331253,0.005782530651884932,0.001555853809055135,0.000337793519549594,0.0009464480646235471,0.0,0.0657376136016221,0.10811909459065068,0.0016604472725564193,0.004635203041390308,0.0025891632447799964,0.00367049893859634,4.900471103630091e-05,0.0001948952014085733,0.003829784765413161,0.008710528995155781,0.0036530446005807048,0.026352931979384236,0.05423067871537411,0.007433193394993166,0.10638916453381285,0.014988541905697197,0.03769744367679235,0.001818603144036966,0.006243937497663154,0.0012537264774940893,0.017530979287912373,0.00023104114697006486,0.0004083241953719037,0.0019071878548410895,0.05465302950715496,0.005420035929928402,0.056264876075052296
Refinación de petróleo,0.07714937278149962,0.009152066138668874,0.005768590373961507,0.014188112823597335,0.002474402468878851,0.019440374248789593,0.0028181316458832325,0.03473799376494913,0.00012551261243498655,0.003831784022691452,0.019001871386851065,3.277322978189487e-07,0.000572164493670636,0.03488367815268771,0.00391379976835645,0.0004386918247048397,0.0009280463385833312,0.0016882583101646774,0.002474550096040031,0.0019131594325922895,0.00017378078905430343,0.0023790500854728785,0.0023899272547085993,0.0009311287937087635,0.00040037371874903504,0.0016555234634446892,3.106370725543386e-05,0.0012538683409366142,0.0002856851297717446,0.002798727531817772,0.00019351263541758298,2.214407417695599e-07,0.00013885220271918483,0.000562220328093571,0.00022478892578511563,0.00044696189827412685,0.000740914149071935,2.0490649971743276e-05,0.0004465662574821653,0.0022957411258759464,0.002572102124147581,0.0008623729196609269,0.0005929002047299376,0.00033524061523654855,5.91689662008264e-06,0.00011968133956838815,0.00023804879740227687,0.061227996031380356,0.013297504733089176,0.0041690176046039265,0.008133110994231078,0.0014207431313909313,0.00065674009431049,0.0026398364182400537,0.00019751333148555305,0.0001882246305041259,0.0003647188067809123,0.0017533146475533503,0.0008890078120809695,0.00018008742137990048,0.0017265232703424574,0.001074507245189718,0.003644176473721057,0.0009543239732733189,0.001592279987595303,0.005011794494889859,0.0022086853889282734,0.0007839504190990432,0.0003927030114541375,0.0004629499198298891,0.0007180821323238815,0.0006312891717231084,0.0005914475534639294,0.000774472755351306,0.0006034260213220507,0.000453129761068215,1.1810172894376527e-08,0.0010719414851284147,6.085782092472225e-05,8.108864709278923e-05,0.0002661333885451043,8.963921226831785e-05,7.558805906723337e-05,5.359751713790428e-05,0.0005394325994938715,0.0025758577591279926,0.00019303432341536073,0.0021103096012613405,7.696689675265183e-05,4.0068964087395965e-05,0.0011463987201410116,0.0001851126499464577,0.0227471577032641,0.0002562984670673122,0.0010135254174496048,0.03564784653218868,0.021894681708488663,0.033588184857384865,0.0007787214650500579,0.0010771586290045055,0.09503830957310588,0.2750725054563146,0.0,0.004364233857461523,0.03239881187062445,2.0667802565158924e-08,0.0016629254893062398,0.0013157152638412406,0.0008444421246640398,0.00045886360000843486,0.03099423981846914,2.7635804572841074e-06,0.011231982259986536,0.0010211429789664776,0.00028889749679901505,0.0013921713706162107,0.024358127289464758,1.476271611797066e-08,4.460997556528374e-05,0.00801806219498051,0.005495046101925181,0.003845749552139052,0.002243643500695628
Química básica,0.02347378188599915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.444908844258477e-07,0.005445633222036252,0.0006905869708223988,0.016708703459702007,4.458977630620691e-06,0.0,0.0,0.0,0.09262182339061259,0.0,0.0,0.0,0.0024938499832057666,0.0,0.0,0.0020649263114602616,0.0,0.0018010222824479801,0.00173178447685251,0.050368154176608185,0.0011860206030246405,0.00903741839134176,0.01593259404733231,0.0021186813476694083,0.0029127315876823104,0.0,0.030492332581876943,0.0,0.005647223975420616,0.01715685694085957,0.0,0.021415907503867317,0.01983176389810869,0.017808242378932762,0.0,0.0026229280180121712,0.005473818457109806,0.03999388183304598,0.07677506653618973,0.0808198838327663,0.13935148179695447,0.02052164642540625,0.0015772490521112844,0.021071037433979027,0.0038239068048195324,0.020728348141385713,0.005452820044805605,0.007378761147631429,0.04032871732974536,0.0004197883881627708,0.00013229299514848244,0.0,0.0,0.0,0.027716667718335898,0.0007494080051463345,0.002997632020585338,0.0,0.00022503223578534132,0.0001249637848581513,0.0,7.621479412338223e-06,0.0002847525597154528,0.0,0.0,0.002248224015439004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013580689434381309,0.0,0.005299888353195393,0.0024358832740076974,0.0,0.018878681785323682,2.6978688185268047e-06,0.004496448030878008,0.0,0.014469667186406097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251870634792046,0.0,4.4964480308780074e-07,0.021291595703973647,0.04113910466427046,0.00015038370439271495,0.0,0.0,0.005995264041170676,0.0,0.0053011098882437815
Fertilizantes y plaguicidas,0.5989362720208937,0.022878013391833187,0.1043039365371902,0.10648378860777462,0.02210850959260223,0.027518737325671692,0.008159177517163465,0.0009070487223053782,2.4568253274206918e-05,5.446040507576569e-05,1.3799246620806922e-06,0.0,0.0,0.0,0.0,6.633894574800084e-05,0.0005031596918188145,0.0011774859846273408,0.00010887419107510974,0.0,9.323815284329e-09,0.001389183210658031,0.00012644958288606992,4.6619076421645e-06,0.00016079851839353795,3.5318612297038256e-05,0.0,0.00074590522274632,7.459052227463201e-07,2.731877878308397e-06,0.0,0.0013985722926493501,0.00145144764912678,9.33313909961333e-06,0.0,1.0069720507075322e-06,0.002949514374675205,0.0003788639102634246,0.0,0.0,1.9859726555620772e-06,5.31457471206753e-07,6.750442265854196e-06,0.0,0.0,0.0,0.0,0.0,0.002780277803449349,0.07997198603754932,8.906108359591061e-05,0.0003480207293028643,0.0030370556763797698,3.348182068602544e-05,0.00041401469388534494,1.1225873602332117e-05,0.0,2.731877878308397e-06,0.00019150184212483334,6.955566202109434e-06,2.1538013306799993e-06,0.0,0.0,5.5942891705974005e-08,8.242252711346837e-06,0.0,0.0,0.0,2.9873504170990116e-05,0.0,4.689879088017487e-06,0.0,0.0,6.61990885187359e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.897354788849522e-06,0.0,0.0,2.386896712788224e-06,1.3985722926493502e-06,0.0,0.0,0.0,0.0,0.0,8.29819560305281e-07,0.0,0.0,0.0,1.49181044549264e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028088925925569546,0.0,0.010496247761072235,1.3799246620806921e-05,2.921151328580276e-05,0.00015356323773289864,0.00014910645402698938,1.7407563135842246e-05,0.0,0.0,1.7491477473401206e-05,1.1188578341194801e-07,0.0
Materias primas plásticas y caucho sintético,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04105524148962424,0.0,0.0,0.00016682929753625238,0.0,0.025021141730798883,0.0024569835422753325,0.023939090420957102,0.0018284965185365318,0.002630036391832351,0.007587892924874134,0.00013705221190401512,0.0,0.0030227340569249812,0.0,0.0,0.0004379207318739117,0.12683687220589326,0.00952510403069405,0.0,0.0028224725717760414,0.0004301377637572393,0.014467754492755386,0.004150262456079503,0.015290138325993772,0.5991545198737067,0.006424123977898006,0.0,0.0,0.0,0.0,0.0,1.0584272144160156e-05,0.0014641082533388152,0.0,0.0008530923348193085,0.0005355571143130744,0.0,0.00275430985916765,0.0065031320413634465,0.0006820646093325393,0.0,0.004146663803550489,0.0,0.0010154480133292957,0.00959718998017721,0.02514868221013601,0.004970585884340492,0.00468729431231133,0.016454013115691342,0.0,0.005914773521413872,0.0,0.003304374482499653,0.02265136553481,0.0,0.0,0.0014112362858880207,5.220163021499789e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004453367785562532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3180946910194112e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinturas y barnices,0.0008667684151111721,0.00017906773890300783,0.00011962048130733852,0.0002079307465794555,0.00010080390794585721,0.0009031252665656832,0.00020884405878990702,0.00016471234441565492,1.2645861375482147e-06,7.212824636386113e-05,0.007613651605465284,0.002972760990234175,0.0002550951258576426,0.0011250250063126852,0.0018959658941118704,0.0004279101888583287,0.0006024347849708856,0.0007789967698606033,0.001681513161619319,0.0009172816058276812,0.00011682199902146793,0.0021707089416251233,3.9565153321994605e-05,0.00015087215168804394,0.0007535879558006069,0.001214213456402544,4.0771193805026694e-05,0.00046409140334929155,0.00016093029513391353,0.0018707444261463254,0.000235845314652742,0.0005685485601369547,0.004424318530045074,0.0009473623631180644,0.0003545759020114355,0.0016549100162071935,0.004348677544410246,0.0,0.0005084221729488984,0.0003939537092389785,0.011287168952864718,0.00022387858286964686,0.009649365976907135,0.005239695569621995,0.00010866073478192066,0.005844050652061009,0.03179184771666386,0.0,0.0,0.0,0.0,0.059586186433836064,0.0,7.410708948650601e-05,0.0,0.0,0.0,0.0,0.025603642289095282,0.0,0.0,0.032648780461816324,0.00031060811546982856,0.0054103912799291975,0.004540707291223123,0.0025498271820097165,0.0029734049924338524,0.013596432040467694,0.011329392078901745,0.0,0.009013677260171092,0.0016630595713158377,0.0028376259104800645,0.006586257332623683,0.0031586083159301495,0.009628406632590363,0.0,0.0024462716283016016,0.0,0.0,0.00138953427341652,0.004336230738260118,0.0007320080275459646,3.835911283896251e-05,0.001641503061323002,0.03819606319113511,0.0026488395929273804,0.0068494200496736464,0.0020255859732105624,0.0015251611366685661,0.048700546997904715,0.0024398316063048283,0.001784085148331563,0.00039771234025891354,0.0011162782855279768,0.43814546803650234,0.0017131863607125404,0.01312118183536763,0.002568210517527779,0.007168060628943087,0.0027598889904135587,0.004332952181607215,0.0,0.00023003758572474282,0.003416408251026437,0.00986143004669543,0.0014679503230754128,0.010853474453340197,0.018655760157656423,0.008368199709999954,0.02342091977916345,0.0,0.0176962085892681,0.0008720843605412358,0.0,0.004199784235844847,0.005522658427029311,0.0,0.0,0.0003180551227242792,0.0025098053725824965,0.005587421630055045,0.0037738177627164526
Productos medicinales,0.033315970295328526,0.0,0.022885918783168518,0.022885918783168518,0.0,0.13463752454123823,0.021744849758558518,0.0,5.340047716072655e-08,2.9446548834343495e-06,1.9262314975833504e-05,0.0,3.0514558377558025e-08,0.0,0.0,0.0,0.0006399513182941469,0.0,0.0,0.0,3.9424809423804967e-05,9.780678823966786e-05,4.2110090561030075e-06,0.0,2.7669075808850742e-05,0.000396918118096086,0.0,0.0,0.0,0.004986513671349862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04253631791244781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.628639594389506e-09,0.0,1.1145442447403069e-05,0.0,0.0,0.0,0.0010311555853340353,0.004235985222135039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2816114518574371e-06,0.0039856666711243355,0.0,0.010398735946625035,0.005497998698874489,0.01162751144065173,0.30750064399068305,0.3335629452136051,0.019578171169599607,8.597476822876973e-06,0.0,0.01130936665500731,6.713202843062766e-07,0.007028830177641037
"Jabones, detergentes y cosméticos",0.004842102556617206,0.0007177048301336834,0.0004396619870480991,0.0013233199040379529,0.0003179617610388076,0.00105209864819754,0.000283105588035348,0.0010284465921366474,8.55127745833412e-07,0.0009823765848298725,0.0017706003019125679,0.0001520475436256295,0.0,0.0,0.0049727719065970006,0.0014566712455842247,0.0012731686052169732,0.0005797085901498166,0.04458646755872232,0.0,0.0008848823044441155,0.006351956917575821,0.00013151476036487951,0.00019214137407231878,0.0008431268053094998,0.0010901421155263785,0.0,0.0009582386607315749,0.00037012455353464574,0.0021345348966506695,0.00013068878470129042,0.0015774288876009498,0.002421916123415185,0.0005641802476743416,0.0018511669398751228,0.00544430683689889,0.011928934880768615,0.00010918426536572973,0.0008719387799276368,0.0003959241463208697,0.005816666383405601,0.0005505467905447475,0.0016827067739459407,0.0004455409903007038,0.00017477645041545168,0.0016926573513520022,0.007427425818372558,0.0010369201307089968,0.012350891836533663,0.01295339735499854,0.020353663150080137,0.0,0.009338063006026095,0.24065451050102216,0.00703534002954719,1.9697090236412795e-05,0.0007832095589366723,0.0009560814066454951,0.0034448335372861596,0.000574208563966388,0.0008427089587973313,0.0,0.00045473361356841295,0.0010990820874146369,0.005717325804477704,0.00014768444864972946,0.00047852171267977883,0.0005148160550739583,0.0014322709527457283,0.0008162777375624803,0.0022646114876248295,0.00048171872436590603,0.0,0.0005496430759951736,0.0005427437498640176,0.0003607084309697301,7.109221123315047e-05,0.0006629572196788488,0.0006638026300639341,0.0,0.0008996818448634823,0.00015913149961099945,0.0006499553909978817,8.628044608244165e-05,0.0010814742297390672,0.0023718231287586933,0.0004477079617475317,0.002271569117920474,0.00012902711601336413,4.240656230473875e-05,0.002126877616381161,0.0,0.0015146838892504233,0.0,0.0,0.003307886772263088,0.0027526950832807455,0.0010990140658894002,0.03345063451013196,0.049294528841180144,0.0005145634036945075,0.000996874887066048,2.9132647522824647e-05,4.419455668239042e-05,0.0006854237577284721,0.0019004825456717656,0.00028295011026337825,0.002140122379080831,0.0020033699612727216,0.0016693939897210342,0.12759875143963914,0.004697265294666672,0.01734415765694842,0.00466036847590611,0.009859127324061086,0.0016202144269748648,0.010504330925653144,0.0033600981515626667,0.010034875510551348,0.0,0.022570387483938293,1.4556606400664216e-05,0.2273607431510997
Otros productos químicos,0.0,0.0,0.0,0.004281497174197731,0.0,0.001770844553023286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005717687417151416,0.0,0.0,0.0002895169970746317,0.013785341712811969,1.4331759360927195e-05,0.0,0.0018871437990546007,0.0,0.0005061054343812172,0.00011719360081423825,0.0029964087238898776,0.0,0.0017013719567991307,4.2056757631565244e-05,0.0005183172416641027,0.0,0.0,0.009368244895539083,0.00018245941713352997,0.0027603542682833582,0.0007192931152292775,0.01257107291161119,0.0,0.0033124251219400296,0.014388379747678225,3.881058101206401e-05,0.02343825642333058,0.011448657659041812,0.01841773512159388,0.0,0.004408760547382667,0.024065972025355285,0.0,0.09399228215988004,0.0005958500723516456,0.1809653146580277,0.03683128554611704,0.0018756496838814687,0.1179865512227624,0.07494853181449071,0.027402323898092794,0.025021540424532546,0.007353362942365403,0.05186797313866137,0.0005520708536566716,0.011436710845768682,0.003248384902915856,0.007618599863296215,0.006255084227517894,0.0,4.694810539496336e-05,0.0,0.0,0.0,0.00031201940506967764,4.041158648766836e-06,0.0,0.0,0.0,0.0,0.0013142709156321456,0.0,0.00011129748409718499,0.0,0.0007844816416290572,0.0032900110452815687,0.0011654326134863068,0.0010080261716917168,0.0,0.0,0.0,0.0012165654159519877,0.0,0.003588913246868364,0.0,0.023258027372445818,0.0,0.0021946803887925863,6.804825342172135e-05,0.0,0.0002875847490868333,0.0,0.0,2.4114454887723416e-05,0.0004829074171105638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11957931980123018,0.0,0.018905456596548333,7.728991951193401e-07,1.998496490237151e-06,5.631122707298051e-07,0.012847318125363917,0.0,6.856720002415861e-06,0.0,0.002800147535414931,4.416566829253373e-07,0.0
Fibras sintéticas manufacturadas,0.0,0.00028951869463333414,0.0,0.0009851354341637584,0.0,0.0,0.0,0.0,0.0,0.0,0.0010211339664084455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003258332953219442,0.0,0.0,0.0,5.0970195377874966e-05,0.0,0.0,0.0,0.0,0.0,0.24243624092679786,0.0,0.05916102592622943,0.210208704651373,0.06896766490064254,0.0,0.000843570041648838,0.005352569192289753,0.0,0.00044049959974090376,0.0,0.007278523937743034,0.0052489320130455755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03996529102700652,0.21323281425246435,0.00878703544468052,0.048270904326048754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024091069499425103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017314894765344299,0.0,0.0,0.0,0.0,0.0,0.0026878460471199492,0.0,0.004907910797234075,0.0,0.0,0.0027126990079210413,0.0,0.0,0.0,0.0,0.002789420463887999,0.018066938039705584,0.03005062318549681,0.0006453452217654312,0.0008416070902602644,0.0,0.0,0.0,0.0,8.327571738304245e-05,0.0,0.0,4.4449204324308714e-05,9.126060438740928e-05,3.4434825206331974e-05,9.605153659002939e-05,0.0,0.004157231607736038,0.00029637238931208234,0.0006476741471417048,0.0009308382025340637,0.01180998058308373,0.0,0.0001576682479737268,0.0,0.00114806039941536,2.9045026478384363e-05,0.0
"Cubiertas, cámaras y recauchutado de cubiertas",0.05797256993575333,0.004184409392719679,0.0028503319916466812,0.00896330034547173,0.002314734332346121,0.01545436655731587,0.00028313439823053296,0.017654493854241626,6.035892488533151e-05,0.001579048475966413,3.1373529614563315e-06,0.0,0.0,0.0,3.7929192519098936e-06,7.726316994631264e-07,2.7627436526257246e-06,9.833494356803426e-07,0.0,1.6857418897377302e-06,2.5754389982104214e-07,0.0,0.0,2.341308180191292e-08,1.0067625174822556e-06,0.0,0.0,1.5920895625300787e-06,0.0,3.3480706976735476e-06,9.365232720765168e-08,1.0535886810860815e-06,4.682616360382584e-08,1.6389157261339045e-07,4.682616360382584e-08,6.555662904535618e-07,1.6389157261339045e-07,0.0,0.0,6.368358250120315e-06,5.900096614082056e-06,0.0,1.4047849081147752e-07,6.789793722554747e-07,0.0,8.66284026670778e-07,0.0,1.4047849081147752e-07,1.3111325809071236e-06,2.341308180191292e-08,0.0,3.04370063424868e-07,3.277831452267809e-07,7.726316994631264e-07,4.916747178401713e-07,0.0,0.002783745187002041,0.0012762705021040753,5.712791959666753e-06,4.448485542363455e-07,2.8095698162295504e-07,6.555662904535618e-07,0.0,8.49894869409439e-06,0.0,4.682616360382584e-08,0.0,9.13110190274604e-07,7.258055358593006e-07,4.916747178401713e-07,0.0,0.0,0.0,0.0014182006039872713,0.0,2.341308180191292e-08,0.0,1.0208103665634034e-05,9.365232720765168e-08,2.341308180191292e-08,0.00023452884040976174,0.0001103458545324156,8.056441448038236e-05,2.4794453628225783e-05,0.000134976416588028,0.030126946900184064,0.000400363698812711,0.0015015043490384775,0.0001289826676467383,6.670387005364991e-05,2.4583735892008568e-06,0.0,0.0016899328313802727,0.0,0.000596354606576524,0.0020860353493050354,0.0004214588855162345,0.0006995828842411581,0.0,0.0,0.15409696738546,0.6458264015978024,0.0,0.0,0.0,0.0,0.00017260123904370205,0.0,0.0,0.0,0.008918862316211699,0.0,0.002144333922991799,0.00021804603082121503,0.0005318515662122539,0.000999668353696276,0.006589565046984788,0.0,0.0,0.0,0.025334171989923483,0.0,0.0
